PDB_ID	Reason
2AOE	Two ligands in / near same reference pocket
2AOG	Two ligands in / near same reference pocket
2AVM	Two ligands in / near same reference pocket
2AVQ	Two ligands in / near same reference pocket
2AZC	Two ligands in / near same reference pocket
2FGU	Ligand(s) outside reference pocket
2FGV	Ligand(s) outside reference pocket
2FLE	Could not align to reference
2FXE	Two ligands in / near same reference pocket
2HC0	Two ligands in / near same reference pocket
2I0A	Two ligands in / near same reference pocket
2I0D	Two ligands in / near same reference pocket
2O4L	Two ligands in / near same reference pocket
2O4N	Two ligands in / near same reference pocket
2O4P	Two ligands in / near same reference pocket
2PWC	Two ligands in / near same reference pocket
2Q54	Two ligands in / near same reference pocket
2QMP	Two ligands in / near same reference pocket
2QNN	Two ligands in / near same reference pocket
2R43	Two ligands in / near same reference pocket
3BC4	Two ligands in / near same reference pocket
3BVA	Two ligands in / near same reference pocket
3BXS	Two ligands in / near same reference pocket
3CYX	Two ligands in / near same reference pocket
3D1X	Two ligands in / near same reference pocket
3EL9	Two ligands in / near same reference pocket
3GGA	Could not align to reference
3GI4	Two ligands in / near same reference pocket
3I6O	Two ligands in / near same reference pocket
3KFN	Two ligands in / near same reference pocket
3M9F	Two ligands in / near same reference pocket
3NDX	Two ligands in / near same reference pocket
3NUO	Two ligands in / near same reference pocket
3NWQ	Two ligands in / near same reference pocket
3NWX	Two ligands in / near same reference pocket
3NYG	Two ligands in / near same reference pocket
3O9B	Two ligands in / near same reference pocket
3OK9	Two ligands in / near same reference pocket
3PWR	Two ligands in / near same reference pocket
3QBF	Two ligands in / near same reference pocket
3QIH	Two ligands in / near same reference pocket
3QPJ	Two ligands in / near same reference pocket
3QRM	Two ligands in / near same reference pocket
3QRO	Two ligands in / near same reference pocket
3S43	Two ligands in / near same reference pocket
3S56	Two ligands in / near same reference pocket
3SPK	Two ligands in / near same reference pocket
3T11	Two ligands in / near same reference pocket
3TH9	Two ligands in / near same reference pocket
3VF5	Two ligands in / near same reference pocket
3VF7	Two ligands in / near same reference pocket
3VFA	Two ligands in / near same reference pocket
3VFB	Two ligands in / near same reference pocket
4EJ8	Could not align to reference
4EJD	Ligand(s) outside reference pocket
4EJK	Ligand(s) outside reference pocket
4EJL	Could not align to reference
4GYE	Two ligands in / near same reference pocket
4GZF	Two ligands in / near same reference pocket
4K4Q	Two ligands in / near same reference pocket
4LL3	Two ligands in / near same reference pocket
4MC1	Two ligands in / near same reference pocket
4MC2	Two ligands in / near same reference pocket
4MC9	Two ligands in / near same reference pocket
4PHV	Two ligands in / near same reference pocket
4Q1Y	Two ligands in / near same reference pocket
4TVG	Ligand(s) outside reference pocket
5HVP	Ligand(s) outside reference pocket
5IVR	Two ligands in / near same reference pocket
5IVT	Two ligands in / near same reference pocket
5UOV	Two ligands in / near same reference pocket
7HVP	Ligand(s) outside reference pocket
